id,name,deadline_time,average_entry_score,finished,data_checked,highest_scoring_entry,deadline_time_epoch,deadline_time_game_offset,highest_score,is_previous,is_current,is_next,cup_leagues_created,h2h_ko_matches_created,chip_plays,most_selected,most_transferred_in,top_element,top_element_info,transfers_made,most_captained,most_vice_captained,season_start_year,chip_name,num_played,top_element_info.id,top_element_info.points
21,Gameweek 21,2020-01-01T11:30:00Z,48,True,True,7032684,1577878200,0,112,False,False,False,,,,166,417,396,,5824001,166,215,19,bboost,36496.0,396.0,16.0
21,Gameweek 21,2020-01-01T11:30:00Z,48,True,True,7032684,1577878200,0,112,False,False,False,,,,166,417,396,,5824001,166,215,19,freehit,19675.0,396.0,16.0
21,Gameweek 21,2020-01-01T11:30:00Z,48,True,True,7032684,1577878200,0,112,False,False,False,,,,166,417,396,,5824001,166,215,19,wildcard,185172.0,396.0,16.0
21,Gameweek 21,2020-01-01T11:30:00Z,48,True,True,7032684,1577878200,0,112,False,False,False,,,,166,417,396,,5824001,166,215,19,3xc,37683.0,396.0,16.0
22,Gameweek 22,2020-01-10T19:00:00Z,57,True,True,6875573,1578682800,0,139,False,False,False,,,,215,313,210,,7181120,166,215,19,bboost,60234.0,210.0,20.0
22,Gameweek 22,2020-01-10T19:00:00Z,57,True,True,6875573,1578682800,0,139,False,False,False,,,,215,313,210,,7181120,166,215,19,freehit,25772.0,210.0,20.0
22,Gameweek 22,2020-01-10T19:00:00Z,57,True,True,6875573,1578682800,0,139,False,False,False,,,,215,313,210,,7181120,166,215,19,wildcard,221359.0,210.0,20.0
22,Gameweek 22,2020-01-10T19:00:00Z,57,True,True,6875573,1578682800,0,139,False,False,False,,,,215,313,210,,7181120,166,215,19,3xc,35645.0,210.0,20.0
23,Gameweek 23,2020-01-18T11:30:00Z,44,True,True,3957614,1579347000,0,119,False,False,False,,,,215,313,183,,7048347,215,215,19,bboost,52590.0,183.0,15.0
23,Gameweek 23,2020-01-18T11:30:00Z,44,True,True,3957614,1579347000,0,119,False,False,False,,,,215,313,183,,7048347,215,215,19,freehit,36077.0,183.0,15.0
23,Gameweek 23,2020-01-18T11:30:00Z,44,True,True,3957614,1579347000,0,119,False,False,False,,,,215,313,183,,7048347,215,215,19,wildcard,212815.0,183.0,15.0
23,Gameweek 23,2020-01-18T11:30:00Z,44,True,True,3957614,1579347000,0,119,False,False,False,,,,215,313,183,,7048347,215,215,19,3xc,42864.0,183.0,15.0
24,Gameweek 24,2020-01-21T18:30:00Z,53,True,True,6390975,1579631400,0,137,False,False,False,,,,215,187,198,,7299180,192,215,19,bboost,49840.0,198.0,16.0
24,Gameweek 24,2020-01-21T18:30:00Z,53,True,True,6390975,1579631400,0,137,False,False,False,,,,215,187,198,,7299180,192,215,19,freehit,118123.0,198.0,16.0
24,Gameweek 24,2020-01-21T18:30:00Z,53,True,True,6390975,1579631400,0,137,False,False,False,,,,215,187,198,,7299180,192,215,19,wildcard,232975.0,198.0,16.0
24,Gameweek 24,2020-01-21T18:30:00Z,53,True,True,6390975,1579631400,0,137,False,False,False,,,,215,187,198,,7299180,192,215,19,3xc,625930.0,198.0,16.0
25,Gameweek 25,2020-02-01T11:30:00Z,47,True,True,1118939,1580556600,0,119,False,False,False,,,,215,191,393,,8244319,191,215,19,bboost,55227.0,393.0,18.0
25,Gameweek 25,2020-02-01T11:30:00Z,47,True,True,1118939,1580556600,0,119,False,False,False,,,,215,191,393,,8244319,191,215,19,freehit,45699.0,393.0,18.0
25,Gameweek 25,2020-02-01T11:30:00Z,47,True,True,1118939,1580556600,0,119,False,False,False,,,,215,191,393,,8244319,191,215,19,wildcard,290870.0,393.0,18.0
25,Gameweek 25,2020-02-01T11:30:00Z,47,True,True,1118939,1580556600,0,119,False,False,False,,,,215,191,393,,8244319,191,215,19,3xc,35765.0,393.0,18.0
26,Gameweek 26,2020-02-08T11:30:00Z,56,True,True,1061667,1581161400,0,127,False,False,False,,,,215,191,488,,5386242,191,215,19,bboost,47253.0,488.0,17.0
26,Gameweek 26,2020-02-08T11:30:00Z,56,True,True,1061667,1581161400,0,127,False,False,False,,,,215,191,488,,5386242,191,215,19,freehit,26822.0,488.0,17.0
26,Gameweek 26,2020-02-08T11:30:00Z,56,True,True,1061667,1581161400,0,127,False,False,False,,,,215,191,488,,5386242,191,215,19,wildcard,164665.0,488.0,17.0
26,Gameweek 26,2020-02-08T11:30:00Z,56,True,True,1061667,1581161400,0,127,False,False,False,,,,215,191,488,,5386242,191,215,19,3xc,49189.0,488.0,17.0
27,Gameweek 27,2020-02-22T11:30:00Z,45,True,True,797745,1582371000,0,126,False,False,False,,,,215,409,410,,5503304,191,215,19,bboost,61314.0,410.0,16.0
27,Gameweek 27,2020-02-22T11:30:00Z,45,True,True,797745,1582371000,0,126,False,False,False,,,,215,409,410,,5503304,191,215,19,freehit,23745.0,410.0,16.0
27,Gameweek 27,2020-02-22T11:30:00Z,45,True,True,797745,1582371000,0,126,False,False,False,,,,215,409,410,,5503304,191,215,19,wildcard,125942.0,410.0,16.0
27,Gameweek 27,2020-02-22T11:30:00Z,45,True,True,797745,1582371000,0,126,False,False,False,,,,215,409,410,,5503304,191,215,19,3xc,42108.0,410.0,16.0
28,Gameweek 28,2020-02-28T19:00:00Z,26,True,True,4952325,1582916400,0,101,False,False,False,,,,215,618,525,,7093934,191,166,19,bboost,13124.0,525.0,19.0
28,Gameweek 28,2020-02-28T19:00:00Z,26,True,True,4952325,1582916400,0,101,False,False,False,,,,215,618,525,,7093934,191,166,19,freehit,197071.0,525.0,19.0
28,Gameweek 28,2020-02-28T19:00:00Z,26,True,True,4952325,1582916400,0,101,False,False,False,,,,215,618,525,,7093934,191,166,19,wildcard,133773.0,525.0,19.0
28,Gameweek 28,2020-02-28T19:00:00Z,26,True,True,4952325,1582916400,0,101,False,False,False,,,,215,618,525,,7093934,191,166,19,3xc,21884.0,525.0,19.0
29,Gameweek 29,2020-03-07T11:30:00Z,51,True,True,476857,1583580600,0,130,False,False,False,,,,215,11,172,,7356841,191,215,19,bboost,82148.0,172.0,19.0
29,Gameweek 29,2020-03-07T11:30:00Z,51,True,True,476857,1583580600,0,130,False,False,False,,,,215,11,172,,7356841,191,215,19,freehit,98193.0,172.0,19.0
29,Gameweek 29,2020-03-07T11:30:00Z,51,True,True,476857,1583580600,0,130,False,False,False,,,,215,11,172,,7356841,191,215,19,wildcard,189335.0,172.0,19.0
29,Gameweek 29,2020-03-07T11:30:00Z,51,True,True,476857,1583580600,0,130,False,False,False,,,,215,11,172,,7356841,191,215,19,3xc,112194.0,172.0,19.0
30,Gameweek 30,2020-03-14T11:30:00Z,0,True,True,1,1584185400,0,0,False,False,False,,,,215,618,296,,2306988,191,191,19,bboost,20080.0,296.0,0.0
30,Gameweek 30,2020-03-14T11:30:00Z,0,True,True,1,1584185400,0,0,False,False,False,,,,215,618,296,,2306988,191,191,19,freehit,10811.0,296.0,0.0
30,Gameweek 30,2020-03-14T11:30:00Z,0,True,True,1,1584185400,0,0,False,False,False,,,,215,618,296,,2306988,191,191,19,wildcard,36371.0,296.0,0.0
30,Gameweek 30,2020-03-14T11:30:00Z,0,True,True,1,1584185400,0,0,False,False,False,,,,215,618,296,,2306988,191,191,19,3xc,9696.0,296.0,0.0
31,Gameweek 31,2020-03-20T19:00:00Z,0,True,True,1,1584730800,0,0,False,False,False,,,,215,618,296,,194078,191,215,19,bboost,705.0,296.0,0.0
31,Gameweek 31,2020-03-20T19:00:00Z,0,True,True,1,1584730800,0,0,False,False,False,,,,215,618,296,,194078,191,215,19,freehit,327.0,296.0,0.0
31,Gameweek 31,2020-03-20T19:00:00Z,0,True,True,1,1584730800,0,0,False,False,False,,,,215,618,296,,194078,191,215,19,wildcard,798.0,296.0,0.0
31,Gameweek 31,2020-03-20T19:00:00Z,0,True,True,1,1584730800,0,0,False,False,False,,,,215,618,296,,194078,191,215,19,3xc,603.0,296.0,0.0
32,Gameweek 32,2020-04-04T10:30:00Z,0,True,True,1,1585996200,0,0,False,False,False,,,,215,618,149,,188141,191,215,19,bboost,712.0,149.0,0.0
32,Gameweek 32,2020-04-04T10:30:00Z,0,True,True,1,1585996200,0,0,False,False,False,,,,215,618,149,,188141,191,215,19,freehit,167.0,149.0,0.0
32,Gameweek 32,2020-04-04T10:30:00Z,0,True,True,1,1585996200,0,0,False,False,False,,,,215,618,149,,188141,191,215,19,wildcard,355.0,149.0,0.0
32,Gameweek 32,2020-04-04T10:30:00Z,0,True,True,1,1585996200,0,0,False,False,False,,,,215,618,149,,188141,191,215,19,3xc,683.0,149.0,0.0
33,Gameweek 33,2020-04-10T18:00:00Z,0,True,True,1,1586541600,0,0,False,False,False,,,,215,618,149,,66064,191,215,19,bboost,232.0,149.0,0.0
33,Gameweek 33,2020-04-10T18:00:00Z,0,True,True,1,1586541600,0,0,False,False,False,,,,215,618,149,,66064,191,215,19,freehit,43.0,149.0,0.0
33,Gameweek 33,2020-04-10T18:00:00Z,0,True,True,1,1586541600,0,0,False,False,False,,,,215,618,149,,66064,191,215,19,wildcard,96.0,149.0,0.0
33,Gameweek 33,2020-04-10T18:00:00Z,0,True,True,1,1586541600,0,0,False,False,False,,,,215,618,149,,66064,191,215,19,3xc,251.0,149.0,0.0
34,Gameweek 34,2020-04-18T10:30:00Z,0,True,True,1,1587205800,0,0,False,False,False,,,,215,618,149,,66152,191,215,19,bboost,243.0,149.0,0.0
34,Gameweek 34,2020-04-18T10:30:00Z,0,True,True,1,1587205800,0,0,False,False,False,,,,215,618,149,,66152,191,215,19,freehit,40.0,149.0,0.0
34,Gameweek 34,2020-04-18T10:30:00Z,0,True,True,1,1587205800,0,0,False,False,False,,,,215,618,149,,66152,191,215,19,wildcard,101.0,149.0,0.0
34,Gameweek 34,2020-04-18T10:30:00Z,0,True,True,1,1587205800,0,0,False,False,False,,,,215,618,149,,66152,191,215,19,3xc,233.0,149.0,0.0
35,Gameweek 35,2020-04-25T10:30:00Z,0,True,True,1,1587810600,0,0,False,False,False,,,,215,618,149,,50471,191,215,19,bboost,250.0,149.0,0.0
35,Gameweek 35,2020-04-25T10:30:00Z,0,True,True,1,1587810600,0,0,False,False,False,,,,215,618,149,,50471,191,215,19,freehit,57.0,149.0,0.0
35,Gameweek 35,2020-04-25T10:30:00Z,0,True,True,1,1587810600,0,0,False,False,False,,,,215,618,149,,50471,191,215,19,wildcard,94.0,149.0,0.0
35,Gameweek 35,2020-04-25T10:30:00Z,0,True,True,1,1587810600,0,0,False,False,False,,,,215,618,149,,50471,191,215,19,3xc,261.0,149.0,0.0
36,Gameweek 36,2020-05-02T13:00:00Z,0,True,True,1,1588424400,0,0,False,False,False,,,,215,233,149,,48189,191,215,19,bboost,252.0,149.0,0.0
36,Gameweek 36,2020-05-02T13:00:00Z,0,True,True,1,1588424400,0,0,False,False,False,,,,215,233,149,,48189,191,215,19,freehit,63.0,149.0,0.0
36,Gameweek 36,2020-05-02T13:00:00Z,0,True,True,1,1588424400,0,0,False,False,False,,,,215,233,149,,48189,191,215,19,wildcard,72.0,149.0,0.0
36,Gameweek 36,2020-05-02T13:00:00Z,0,True,True,1,1588424400,0,0,False,False,False,,,,215,233,149,,48189,191,215,19,3xc,223.0,149.0,0.0
37,Gameweek 37,2020-05-09T13:00:00Z,0,True,True,1,1589029200,0,0,False,False,False,,,,215,233,149,,46060,191,215,19,bboost,282.0,149.0,0.0
37,Gameweek 37,2020-05-09T13:00:00Z,0,True,True,1,1589029200,0,0,False,False,False,,,,215,233,149,,46060,191,215,19,freehit,72.0,149.0,0.0
37,Gameweek 37,2020-05-09T13:00:00Z,0,True,True,1,1589029200,0,0,False,False,False,,,,215,233,149,,46060,191,215,19,wildcard,374.0,149.0,0.0
37,Gameweek 37,2020-05-09T13:00:00Z,0,True,True,1,1589029200,0,0,False,False,False,,,,215,233,149,,46060,191,215,19,3xc,256.0,149.0,0.0
38,Gameweek 38,2020-05-17T13:00:00Z,0,True,True,1,1589720400,0,0,False,False,False,,,,215,233,149,,50077,191,215,19,bboost,687.0,149.0,0.0
38,Gameweek 38,2020-05-17T13:00:00Z,0,True,True,1,1589720400,0,0,False,False,False,,,,215,233,149,,50077,191,215,19,freehit,106.0,149.0,0.0
38,Gameweek 38,2020-05-17T13:00:00Z,0,True,True,1,1589720400,0,0,False,False,False,,,,215,233,149,,50077,191,215,19,wildcard,146.0,149.0,0.0
38,Gameweek 38,2020-05-17T13:00:00Z,0,True,True,1,1589720400,0,0,False,False,False,,,,215,233,149,,50077,191,215,19,3xc,398.0,149.0,0.0
39,Gameweek 30+,2020-06-17T16:00:00Z,66,True,True,204535,1592409600,0,165,False,False,False,,,,215,29,220,,16240458,215,215,19,bboost,343364.0,220.0,22.0
39,Gameweek 30+,2020-06-17T16:00:00Z,66,True,True,204535,1592409600,0,165,False,False,False,,,,215,29,220,,16240458,215,215,19,freehit,65327.0,220.0,22.0
39,Gameweek 30+,2020-06-17T16:00:00Z,66,True,True,204535,1592409600,0,165,False,False,False,,,,215,29,220,,16240458,215,215,19,3xc,210981.0,220.0,22.0
40,Gameweek 31+,2020-06-23T16:00:00Z,62,True,True,7191275,1592928000,0,143,False,False,False,,,,215,409,239,,6157936,191,215,19,bboost,34467.0,239.0,21.0
40,Gameweek 31+,2020-06-23T16:00:00Z,62,True,True,7191275,1592928000,0,143,False,False,False,,,,215,409,239,,6157936,191,215,19,freehit,60614.0,239.0,21.0
40,Gameweek 31+,2020-06-23T16:00:00Z,62,True,True,7191275,1592928000,0,143,False,False,False,,,,215,409,239,,6157936,191,215,19,wildcard,209048.0,239.0,21.0
40,Gameweek 31+,2020-06-23T16:00:00Z,62,True,True,7191275,1592928000,0,143,False,False,False,,,,215,409,239,,6157936,191,215,19,3xc,28898.0,239.0,21.0
41,Gameweek 32+,2020-06-27T10:30:00Z,50,True,True,1340226,1593253800,0,141,False,False,False,,,,215,239,11,,4387632,191,215,19,bboost,49356.0,11.0,16.0
41,Gameweek 32+,2020-06-27T10:30:00Z,50,True,True,1340226,1593253800,0,141,False,False,False,,,,215,239,11,,4387632,191,215,19,freehit,57754.0,11.0,16.0
41,Gameweek 32+,2020-06-27T10:30:00Z,50,True,True,1340226,1593253800,0,141,False,False,False,,,,215,239,11,,4387632,191,215,19,wildcard,101043.0,11.0,16.0
41,Gameweek 32+,2020-06-27T10:30:00Z,50,True,True,1340226,1593253800,0,141,False,False,False,,,,215,239,11,,4387632,191,215,19,3xc,29245.0,11.0,16.0
42,Gameweek 33+,2020-07-04T10:30:00Z,50,True,True,6858401,1593858600,0,133,False,False,False,,,,215,618,618,,5703602,191,215,19,bboost,79739.0,618.0,15.0
42,Gameweek 33+,2020-07-04T10:30:00Z,50,True,True,6858401,1593858600,0,133,False,False,False,,,,215,618,618,,5703602,191,215,19,freehit,73983.0,618.0,15.0
42,Gameweek 33+,2020-07-04T10:30:00Z,50,True,True,6858401,1593858600,0,133,False,False,False,,,,215,618,618,,5703602,191,215,19,wildcard,141833.0,618.0,15.0
42,Gameweek 33+,2020-07-04T10:30:00Z,50,True,True,6858401,1593858600,0,133,False,False,False,,,,215,618,618,,5703602,191,215,19,3xc,98007.0,618.0,15.0
43,Gameweek 34+,2020-07-07T16:00:00Z,59,True,True,7064746,1594137600,0,145,False,False,False,,,,215,234,191,,4439920,215,215,19,bboost,66354.0,191.0,18.0
43,Gameweek 34+,2020-07-07T16:00:00Z,59,True,True,7064746,1594137600,0,145,False,False,False,,,,215,234,191,,4439920,215,215,19,freehit,53208.0,191.0,18.0
43,Gameweek 34+,2020-07-07T16:00:00Z,59,True,True,7064746,1594137600,0,145,False,False,False,,,,215,234,191,,4439920,215,215,19,wildcard,102210.0,191.0,18.0
43,Gameweek 34+,2020-07-07T16:00:00Z,59,True,True,7064746,1594137600,0,145,False,False,False,,,,215,234,191,,4439920,215,215,19,3xc,73137.0,191.0,18.0
44,Gameweek 35+,2020-07-11T10:30:00Z,42,True,True,5292105,1594463400,0,151,False,False,False,,,,215,234,389,,4739023,191,215,19,bboost,79069.0,389.0,26.0
44,Gameweek 35+,2020-07-11T10:30:00Z,42,True,True,5292105,1594463400,0,151,False,False,False,,,,215,234,389,,4739023,191,215,19,freehit,72404.0,389.0,26.0
44,Gameweek 35+,2020-07-11T10:30:00Z,42,True,True,5292105,1594463400,0,151,False,False,False,,,,215,234,389,,4739023,191,215,19,wildcard,91882.0,389.0,26.0
44,Gameweek 35+,2020-07-11T10:30:00Z,42,True,True,5292105,1594463400,0,151,False,False,False,,,,215,234,389,,4739023,191,215,19,3xc,92471.0,389.0,26.0
45,Gameweek 36+,2020-07-14T18:15:00Z,40,True,True,910226,1594750500,0,108,False,False,False,,,,215,214,219,,5382697,191,215,19,bboost,146733.0,219.0,13.0
45,Gameweek 36+,2020-07-14T18:15:00Z,40,True,True,910226,1594750500,0,108,False,False,False,,,,215,214,219,,5382697,191,215,19,freehit,160831.0,219.0,13.0
45,Gameweek 36+,2020-07-14T18:15:00Z,40,True,True,910226,1594750500,0,108,False,False,False,,,,215,214,219,,5382697,191,215,19,wildcard,75029.0,219.0,13.0
45,Gameweek 36+,2020-07-14T18:15:00Z,40,True,True,910226,1594750500,0,108,False,False,False,,,,215,214,219,,5382697,191,215,19,3xc,107769.0,219.0,13.0
46,Gameweek 37+,2020-07-18T15:30:00Z,53,True,True,6023724,1595086200,0,139,True,False,False,,,,215,84,214,,4287128,191,215,19,bboost,240538.0,214.0,17.0
46,Gameweek 37+,2020-07-18T15:30:00Z,53,True,True,6023724,1595086200,0,139,True,False,False,,,,215,84,214,,4287128,191,215,19,freehit,109168.0,214.0,17.0
46,Gameweek 37+,2020-07-18T15:30:00Z,53,True,True,6023724,1595086200,0,139,True,False,False,,,,215,84,214,,4287128,191,215,19,wildcard,68890.0,214.0,17.0
46,Gameweek 37+,2020-07-18T15:30:00Z,53,True,True,6023724,1595086200,0,139,True,False,False,,,,215,84,214,,4287128,191,215,19,3xc,128834.0,214.0,17.0
47,Gameweek 38+,2020-07-26T14:00:00Z,60,True,True,2859205,1595772000,0,146,False,True,False,,,,215,214,215,,7495824,191,215,19,bboost,380596.0,215.0,19.0
47,Gameweek 38+,2020-07-26T14:00:00Z,60,True,True,2859205,1595772000,0,146,False,True,False,,,,215,214,215,,7495824,191,215,19,freehit,292228.0,215.0,19.0
47,Gameweek 38+,2020-07-26T14:00:00Z,60,True,True,2859205,1595772000,0,146,False,True,False,,,,215,214,215,,7495824,191,215,19,wildcard,101328.0,215.0,19.0
47,Gameweek 38+,2020-07-26T14:00:00Z,60,True,True,2859205,1595772000,0,146,False,True,False,,,,215,214,215,,7495824,191,215,19,3xc,321564.0,215.0,19.0
1,Gameweek 1,2020-09-12T10:00:00Z,50,True,True,4761681,1599904800,0,142,False,False,False,,,,259,12,254,,0,4,4,20,bboost,112843.0,254.0,20.0
1,Gameweek 1,2020-09-12T10:00:00Z,50,True,True,4761681,1599904800,0,142,False,False,False,,,,259,12,254,,0,4,4,20,3xc,225426.0,254.0,20.0
2,Gameweek 2,2020-09-19T10:00:00Z,59,True,True,6234344,1600509600,0,165,False,False,False,,,,259,302,390,,14637421,4,254,20,bboost,94615.0,390.0,24.0
2,Gameweek 2,2020-09-19T10:00:00Z,59,True,True,6234344,1600509600,0,165,False,False,False,,,,259,302,390,,14637421,4,254,20,freehit,111968.0,390.0,24.0
2,Gameweek 2,2020-09-19T10:00:00Z,59,True,True,6234344,1600509600,0,165,False,False,False,,,,259,302,390,,14637421,4,254,20,wildcard,494000.0,390.0,24.0
2,Gameweek 2,2020-09-19T10:00:00Z,59,True,True,6234344,1600509600,0,165,False,False,False,,,,259,302,390,,14637421,4,254,20,3xc,221133.0,390.0,24.0
3,Gameweek 3,2020-09-26T10:00:00Z,43,True,True,6223553,1601114400,0,119,False,False,False,,,,259,164,224,,20387878,272,254,20,bboost,86797.0,224.0,17.0
3,Gameweek 3,2020-09-26T10:00:00Z,43,True,True,6223553,1601114400,0,119,False,False,False,,,,259,164,224,,20387878,272,254,20,freehit,155467.0,224.0,17.0
3,Gameweek 3,2020-09-26T10:00:00Z,43,True,True,6223553,1601114400,0,119,False,False,False,,,,259,164,224,,20387878,272,254,20,wildcard,681997.0,224.0,17.0
3,Gameweek 3,2020-09-26T10:00:00Z,43,True,True,6223553,1601114400,0,119,False,False,False,,,,259,164,224,,20387878,272,254,20,3xc,177478.0,224.0,17.0
4,Gameweek 4,2020-10-03T10:00:00Z,48,True,True,6563000,1601719200,0,160,False,False,False,,,,272,164,37,,14570655,254,272,20,bboost,82267.0,37.0,24.0
4,Gameweek 4,2020-10-03T10:00:00Z,48,True,True,6563000,1601719200,0,160,False,False,False,,,,272,164,37,,14570655,254,272,20,freehit,131861.0,37.0,24.0
4,Gameweek 4,2020-10-03T10:00:00Z,48,True,True,6563000,1601719200,0,160,False,False,False,,,,272,164,37,,14570655,254,272,20,wildcard,420437.0,37.0,24.0
4,Gameweek 4,2020-10-03T10:00:00Z,48,True,True,6563000,1601719200,0,160,False,False,False,,,,272,164,37,,14570655,254,272,20,3xc,171134.0,37.0,24.0
5,Gameweek 5,2020-10-17T10:00:00Z,60,True,True,7124486,1602928800,0,136,False,False,False,,,,164,390,117,,18391649,390,254,20,bboost,80554.0,117.0,16.0
5,Gameweek 5,2020-10-17T10:00:00Z,60,True,True,7124486,1602928800,0,136,False,False,False,,,,164,390,117,,18391649,390,254,20,freehit,161926.0,117.0,16.0
5,Gameweek 5,2020-10-17T10:00:00Z,60,True,True,7124486,1602928800,0,136,False,False,False,,,,164,390,117,,18391649,390,254,20,wildcard,599860.0,117.0,16.0
5,Gameweek 5,2020-10-17T10:00:00Z,60,True,True,7124486,1602928800,0,136,False,False,False,,,,164,390,117,,18391649,390,254,20,3xc,114707.0,117.0,16.0
